Subject,Start Date
Ottoman attack on Constantinople repulsed,06/20/1416
Hussite movement begins in Bohemia,06/28/1416
Council of Constance ends Great Schism,04/09/1417
Mehmed I defeats revolt of Sheikh Bedreddin,06/11/1417
Henry V continues conquest of Normandy,07/04/1417
Henry V captures Rouen after long siege,06/22/1418
Martin V returns papacy to Rome after Avignon period,10/09/1418
Burgundians massacre Armagnacs in Paris,12/14/1418
Defenestration of Prague begins Hussite revolution,07/30/1419
Hussite Wars begin in Bohemia,08/19/1419
John the Fearless of Burgundy assassinated at Montereau,09/10/1419
Treaty of Troyes - Henry V to inherit French throne,05/21/1420
"Henry V marries Catherine of Valois, daughter of French king",06/02/1420
Ottoman Empire conquers Anatolia and expands into Balkans,06/27/1420
Hussite army defeats crusaders in Bohemia,10/16/1420
"Mehmed I, Ottoman Sultan, dies; Murad II becomes sultan",05/01/1421
Chinese Ming fleet under Zheng He's expeditions continue,08/13/1421
Battle of Baugé - French defeat English,10/05/1421
Henry V campaigns in France,10/25/1421
Hussite wars continue in Bohemia against Catholic crusaders,07/14/1422
"Henry V of England dies, Henry VI becomes king as infant",08/31/1422
"Charles VI of France dies, Henry VI of England also claimed French throne",10/21/1422
Regent Bedford administers English territories in France,03/25/1423
Battle of Cravant - English and Burgundians defeat French and Scots,07/31/1423
Hussite victories against crusades continue,09/28/1423
Battle of Verneuil - English victory over French-Scottish force,08/17/1424
James I of Scotland ransomed and returns home,11/30/1424
Ottoman Murad II besieges Constantinople,12/05/1424
John VIII Palaiologos becomes Byzantine Emperor,02/08/1425
Byzantine Empire now only Constantinople and a few territories,05/22/1425
Hussite general Jan Zizka dies,10/11/1425
Aztec Triple Alliance formed in Mexico,03/08/1426
"Hussite wars continue, Catholic crusades repeatedly defeated",05/02/1426
Cosimo de Medici begins rise to power in Florence,12/22/1426
Hussite armies raid into Germany,01/14/1427
English begin siege of Orleans,01/29/1427
Joan of Arc's mission reportedly begins with visions,02/06/1427
Joan of Arc goes to Charles VII with her mission,04/14/1428
"English besiege Orleans, turning point of Hundred Years War",10/12/1428
Battle of the Herrings - English supply convoy protected,02/12/1429
Joan of Arc relieves siege of Orleans,05/08/1429
Battle of Patay - French crush English army,06/18/1429
Charles VII crowned at Reims with Joan of Arc present,07/17/1429
Joan of Arc leads French forces at Orleans,12/17/1429
Murad II Ottoman sultan recaptures Thessaloniki,03/29/1430
Joan of Arc captured by Burgundians at Compiegne,05/23/1430
Burgundians sell Joan of Arc to English,07/01/1430
Joan of Arc burned at stake in Rouen by English-Burgundian court,05/30/1431
"Council of Basel opens, challenging papal authority",07/23/1431
Henry VI of England crowned king of France in Paris,12/16/1431
Azores discovered by Portuguese explorers,04/15/1432
Jan van Eyck completes Ghent Altarpiece,05/06/1432
"Sigismund, Holy Roman Emperor, comes to Basel",10/19/1432
Portuguese explorers reach Cape Bojador on African coast,02/22/1433
Cosimo de Medici briefly exiled from Florence,03/11/1433
Sigismund crowned Holy Roman Emperor by Pope Eugene IV,05/31/1433
Battle of Lipany - moderate Hussites defeat radical Taborites,05/30/1434
"Hussite moderate faction makes peace, ending Hussite Wars",11/12/1434
"Cosimo de Medici returns to Florence, begins Medici dominance",12/17/1434
Portugal takes control of Cape Verde islands,05/29/1435
Burgundy switches sides to France in Hundred Years War,08/25/1435
Treaty of Arras - Burgundy abandons alliance with England,09/21/1435
French recapture Paris from English after 16 years,04/13/1436
Albert II becomes Holy Roman Emperor,09/13/1436
Council of Florence begins union talks with Greek church,11/25/1436
Compactata of Basel - moderate Hussite settlement reached,02/12/1437
James I of Scotland assassinated,02/21/1437
"Sigismund, Holy Roman Emperor, dies",12/09/1437
Council of Florence merges with Council of Basel,02/20/1438
Inca Empire expands under Pachacuti,06/19/1438
Pragmatic Sanction of Bourges - France limits papal authority,07/07/1438
Albert II of Habsburg becomes first in unbroken line of Habsburg emperors,11/15/1438
Council of Florence achieves short-lived union of Catholic and Orthodox churches,07/06/1439
"Albert II, Holy Roman Emperor, dies",10/27/1439
"French military reorganized, beginning end of Hundred Years War",11/21/1439
Aztec Empire at its height under Montezuma I,01/06/1440
Frederick III becomes Holy Roman Emperor,05/18/1440
Aztec Triple Alliance conquers much of central Mexico,08/30/1440
"Gilles de Rais, serial killer and former companion of Joan of Arc, executed",10/26/1440
Cosimo de Medici consolidates control of Florentine banking,03/09/1441
Portuguese explorers bring first African slaves to Lisbon,08/06/1441
Transylvanian forces fight Ottomans under John Hunyadi,12/17/1441
John Hunyadi defeats Ottoman forces at Hermannstadt,03/22/1442
Alfonso V of Aragon captures Naples,07/23/1442
Ottoman Murad II retreats after defeat by Hunyadi,10/18/1442
Korea's Sejong the Great invents Hangul alphabet,07/05/1443
"Skanderbeg (George Castriot) defects from Ottomans, leads Albanian resistance",11/28/1443
Long Campaign - Hunyadi drives Ottomans back through Balkans,12/07/1443
John Hunyadi becomes Regent of Hungary,12/27/1443
Hundred Years War truce period,04/05/1444
Murad II retakes Ottoman throne from son Mehmed,09/21/1444
Battle of Varna - Ottomans destroy crusade against them,11/10/1444
John Hunyadi governs Hungary effectively as regent,04/18/1445
Johannes Gutenberg begins developing movable type printing,10/03/1445
Portuguese explorers reach Senegal River and Cape Verde peninsula,10/15/1445
King Sejong of Korea creates Hangul writing system,02/02/1446
"Brunelleschi, architect of Florence Cathedral dome, dies",04/15/1446
"Murad II campaigns in Greece, attacks Hexamilion Wall",12/04/1446
"Pope Nicholas V elected, beginning of Renaissance papacy",12/07/1447
Francesco Sforza claims Duchy of Milan,12/13/1447
Constantine XI becomes last Byzantine Emperor,01/06/1448
Murad II resumes Ottoman sultanate briefly,07/05/1448
Battle of Kosovo (Second) - Ottomans defeat Hunyadi,10/17/1448
Charles VII of France ends Hundred Years War truce,01/23/1449
French capture Rouen from English,11/10/1449
Johannes Gutenberg invents printing press,03/30/1450
French expel English from Normandy at Battle of Formigny,04/15/1450
Printing press invented,06/05/1450
Jack Cade's rebellion in England against Henry VI's government,06/29/1450
Sforza family takes Milan,10/11/1450
Frederick III crowned Holy Roman Emperor by last pope to crown emperor in Rome,01/06/1451
Mehmed II becomes Ottoman Sultan,02/06/1451
Turks begin planning final assault on Constantinople,05/25/1451
Mehmed II builds Rumeli Hisari fort to cut off Constantinople,02/10/1452
Frederick III last Holy Roman Emperor crowned by Pope in Rome,03/19/1452
Leonardo da Vinci born,04/15/1452
Fall of Constantinople - Ottomans conquer Byzantine Empire,05/29/1453
Fall of Constantinople to Ottoman Turks,05/29/1453
Battle of Castillon - last major battle of Hundred Years War,07/17/1453
End of Hundred Years War - English expelled from France,07/17/1453
Hundred Years' War ends,07/26/1453
Peace of Lodi creates Italian balance of power,04/09/1454
Gutenberg Bible - first major book printed with movable type,09/03/1454
Ottoman millet system established for non-Muslim communities,11/14/1454
First Battle of St Albans - Yorkists defeat Lancastrians,05/22/1455
Wars of the Roses begin in England,05/25/1455
Gutenberg Bible printed with movable type press,12/22/1455
Athens falls to Ottomans,01/29/1456
Siege of Belgrade - Hunyadi repels Ottoman attack,07/22/1456
John Hunyadi dies after defending Belgrade from Ottomans,08/11/1456
Ottoman advance into Balkans resisted by Skanderbeg in Albania,02/08/1457
Matthias Corvinus becomes king of Hungary,08/24/1457
Vlad the Impaler begins reign in Wallachia,12/12/1457
Aeneas Silvius Piccolomini becomes Pope Pius II,08/19/1458
George of Podebrady becomes king of Bohemia,09/20/1458
Serbia completely absorbed into Ottoman Empire,03/25/1459
Congress of Mantua - Pope Pius II calls for crusade against Ottomans,04/11/1459
Skanderbeg continues Albanian resistance against Ottomans,10/15/1459
Battle of Northampton - Yorkists capture Henry VI,07/10/1460
James II of Scotland killed by exploding cannon at Roxburgh,08/03/1460
Battle of Wakefield - Lancastrians defeat and kill Richard Duke of York,12/30/1460
"Edward IV becomes king of England, defeats Lancastrians",03/04/1461
"Battle of Towton - bloodiest battle on English soil, Yorkist victory",03/29/1461
Ivan III declared Tsar of Russia,03/05/1462
Ivan III becomes Grand Prince of Moscow,07/28/1462
Vlad the Impaler's campaign against Ottoman Turks in Wallachia,09/02/1462
Matthias Corvinus resists Ottoman pressure in Hungary,10/14/1462
"Pope Pius II prepares crusade against Ottomans, dies before launching it",02/20/1463
War of St Polten - Frederick III vs Matthias Corvinus,02/27/1463
Ottoman Turks conquer Bosnia,11/01/1463
Lorenzo de Medici begins rise to prominence in Florence,02/09/1464
Songhai Empire rises,03/27/1464
Skanderbeg defeats major Ottoman invasion of Albania,04/05/1464
Pope Pius II dies while launching crusade against Turks,08/14/1464
War of the League of the Public Weal in France,01/17/1465
Battle of Montlhery - Louis XI vs rebellious nobles,07/16/1465
League of Public Weal rebels against Louis XI of France,09/02/1465
Songhay Empire expands under Sunni Ali in West Africa,09/30/1465
Ottoman Turks take Negroponte from Venice,07/15/1466
Bartolomeu Dias born (future explorer of Cape of Good Hope),09/03/1466
Second Peace of Thorn - Teutonic Knights cede Prussia to Poland,10/19/1466
Charles the Bold becomes Duke of Burgundy,06/15/1467
Castile and Aragon begin political unification,10/13/1467
Lorenzo de Medici (the Magnificent) becomes ruler of Florence,02/11/1468
Songhay Empire under Sunni Ali captures Timbuktu,02/21/1468
Ottoman conquest of Albania begins after Skanderbeg's death,08/09/1468
Albanian resistance to Ottoman rule collapses after Skanderbeg's death,11/01/1468
Lorenzo de' Medici rules Florence - peak of Italian Renaissance,03/03/1469
Ferdinand of Aragon marries Isabella of Castile,10/19/1469
War of the Roses continues in England,11/06/1469
Lorenzo de Medici becomes leader of Florence,12/01/1469
Gutenberg printing press spreads across Europe,05/30/1470
Henry VI briefly restored as king of England,10/03/1470
"Warwick the Kingmaker defeats Edward IV, restores Henry VI",12/12/1470
Battle of Barnet - Edward IV defeats and kills Warwick,04/14/1471
"Battle of Tewkesbury - Edward IV defeats Lancastrians, Edward of Westminster killed",05/04/1471
Henry VI murdered in Tower of London,05/21/1471
Tver principality absorbed into Moscow,03/28/1472
"Ivan III of Moscow marries Sophia Palaiologina, niece of last Byzantine Emperor",06/19/1472
Ottoman Turks complete conquest of Anatolia from Karamanids,08/08/1472
Copernicus born,02/19/1473
Charles the Bold of Burgundy meets Frederick III,02/28/1473
Cyprus comes under Venetian control,03/13/1473
War of the Burgundian Succession begins,03/05/1474
Swiss Confederation defeats Burgundy at Hericourt,03/15/1474
Isabella of Castile becomes queen after her brother Henry IV dies,12/11/1474
Vlad the Impaler dies fighting Turks,06/02/1475
Edward IV invades France but signs Treaty of Picquigny,08/29/1475
Ottoman Turks conquer Crimea,11/24/1475
Battle of Grandson - Swiss defeat Charles the Bold,03/02/1476
Battle of Murten - Swiss annihilate Burgundian army,06/22/1476
William Caxton prints first book in English,07/02/1476
"Charles the Bold killed at Battle of Nancy, end of Burgundian state",01/05/1477
Mary of Burgundy marries Maximilian of Habsburg,08/19/1477
Habsburg acquisition of Burgundy/Netherlands through Mary of Burgundy-Maximilian,12/31/1477
Pazzi Conspiracy - attempt to assassinate Lorenzo de Medici in Florence,04/26/1478
Giuliano de Medici killed in Pazzi Conspiracy,04/26/1478
Spanish Inquisition established,04/27/1478
Union of Castile and Aragon - Isabella and Ferdinand rule together,06/06/1479
Battle of Guinegate - Maximilian defeats French,08/07/1479
Treaty of Alcacovas - Spain and Portugal divide Atlantic discoveries,09/04/1479
Ivan III stops paying tribute to Golden Horde,01/13/1480
Ivan III ends Tatar yoke over Russia,05/04/1480
Ferdinand and Isabella begin conquest of Granada,05/19/1480
Ottoman Turks sack Otranto in Italy,08/11/1480
"Great Stand on the Ugra River - Golden Horde withdraws, Russia freed",01/08/1481
Mehmed II the Conqueror dies,05/03/1481
Bayezid II becomes Ottoman sultan,12/05/1481
Portuguese reach Congo River on African coast,01/26/1482
"Ivan III conquers Novgorod, consolidates Russian state",11/29/1482
Treaty of Arras - France gains Burgundy from Habsburgs,12/23/1482
Princes in the Tower (Edward V and brother) disappear,02/20/1483
"Edward IV of England dies, Edward V briefly king",04/09/1483
Richard III becomes king of England,06/26/1483
Songhay Empire expands further under Sunni Ali,02/10/1484
Pope Innocent VIII elected,04/12/1484
Richard III faces rebellion from former allies,09/11/1484
Battle of Bosworth Field - Henry Tudor defeats Richard III,08/22/1485
Henry VII begins Tudor dynasty in England,08/22/1485
"Richard III killed, Wars of the Roses ends",08/22/1485
Wars of the Roses end - Henry VII becomes first Tudor king,11/11/1485
Maximilian I elected King of the Romans (HRE),04/09/1486
Bartolomeu Dias prepares expedition to round Africa,05/01/1486
Pico della Mirandola's Oration on the Dignity of Man,10/24/1486
